fecha_hora_nueva_york,estado,precio,entrada_baja,entrada_alta,stop,objetivo_1,objetivo_2,rsi14,atr14,id_operacion,direccion,fecha_entrada,fecha_cierre,entrada_ejecutada,precio_salida,resultado_final,resultado_r,tp1_alcanzado
2026-09-01T14:55:06.001736-04:00,POSIBLE CORTO,29019.25,29020.50,29058.00,29076.91,29001.59,28963.93,20.43,25.21,20260901-145506,CORTO,,2026-09-01T17:38:33.551052-04:00,29039.25,,CANCELADA_FIN_SESION,0.000,NO
